RecordNumber,Zipcode,ZipCodeType,City,State,LocationType,Latitude,Longitude,Xaxis,Yaxis,Zaxis,WorldRegion,Country,LocationText,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,AvgWages,Notes
44894,90078,PO BOX,LOS ANGELES,CA,PRIMARY,34.1,-118.32,-0.39,-0.72,0.56,NA,US,"Los Angeles, CA",NA-US-CA-LOS ANGELES,FALSE,840,1047,23511125,22455.7,
44899,90081,PO BOX,LOS ANGELES,CA,PRIMARY,34.05,-118.26,-0.39,-0.72,0.55,NA,US,"Los Angeles, CA",NA-US-CA-LOS ANGELES,FALSE,524,1017,72123107,70917.5,
44904,90086,PO BOX,LOS ANGELES,CA,PRIMARY,34.06,-118.23,-0.39,-0.72,0.56,NA,US,"Los Angeles, CA",NA-US-CA-LOS ANGELES,FALSE,368,550,14387254,26158.6,
44916,90093,PO BOX,LOS ANGELES,CA,PRIMARY,34.09,-118.33,-0.39,-0.72,0.56,NA,US,"Los Angeles, CA",NA-US-CA-LOS ANGELES,FALSE,338,439,11587988,26396.3,
44917,90094,STANDARD,PLAYA VISTA,CA,PRIMARY,33.97,-118.43,-0.39,-0.72,0.55,NA,US,"Playa Vista, CA",NA-US-CA-PLAYA VISTA,FALSE,2612,3903,231704380,59365.7,
44932,90262,STANDARD,LYNWOOD,CA,PRIMARY,33.92,-118.2,-0.39,-0.73,0.55,NA,US,"Lynwood, CA",NA-US-CA-LYNWOOD,FALSE,24507,47895,652934648,13632.6,
44934,90264,PO BOX,MALIBU,CA,PRIMARY,34.04,-118.77,-0.39,-0.72,0.55,NA,US,"Malibu, CA",NA-US-CA-MALIBU,FALSE,326,497,12983348,26123.4,
44935,90265,STANDARD,MALIBU,CA,PRIMARY,34.06,-118.81,-0.39,-0.72,0.56,NA,US,"Malibu, CA",NA-US-CA-MALIBU,FALSE,7837,12992,682034084,52496.5,
44936,90266,STANDARD,MANHATTAN BEACH,CA,PRIMARY,33.88,-118.4,-0.39,-0.73,0.55,NA,US,"Manhattan Beach, CA",NA-US-CA-MANHATTAN BEACH,FALSE,17692,30505,,,
44938,90267,PO BOX,MANHATTAN BEACH,CA,PRIMARY,33.87,-118.39,-0.39,-0.73,0.55,NA,US,"Manhattan Beach, CA",NA-US-CA-MANHATTAN BEACH,FALSE,577,876,57594486,65747.1,
44940,90272,STANDARD,PACIFIC PALISADES,CA,PRIMARY,34.07,-118.54,-0.39,-0.72,0.56,NA,US,"Pacific Palisades, CA",NA-US-CA-PACIFIC PALISADES,FALSE,11165,19526,1750979831,89674.3,
44942,90274,STANDARD,PALOS VERDES PENINSULA,CA,PRIMARY,33.77,-118.34,-0.39,-0.73,0.55,NA,US,"Palos Verdes Peninsula, CA",NA-US-CA-PALOS VERDES PENINSULA,FALSE,13159,24008,1404879976,58517.2,
44949,90275,STANDARD,RANCHO PALOS VERDES,CA,PRIMARY,33.75,-118.31,-0.39,-0.73,0.55,NA,US,"Rancho Palos Verdes, CA",NA-US-CA-RANCHO PALOS VERDES,FALSE,19356,35895,1433574956,39938,
44957,90254,STANDARD,HERMOSA BEACH,CA,PRIMARY,33.86,-118.39,-0.39,-0.73,0.55,NA,US,"Hermosa Beach, CA",NA-US-CA-HERMOSA BEACH,FALSE,11095,16137,943419320,58463.1,
44958,90277,STANDARD,REDONDO BEACH,CA,PRIMARY,33.83,-118.38,-0.39,-0.73,0.55,NA,US,"Redondo Beach, CA",NA-US-CA-REDONDO BEACH,FALSE,19470,30038,1313473293,43727.1,
44959,90278,STANDARD,REDONDO BEACH,CA,PRIMARY,33.87,-118.37,-0.39,-0.73,0.55,NA,US,"Redondo Beach, CA",NA-US-CA-REDONDO BEACH,FALSE,19904,33427,1361661704,40735.4,
44960,90401,STANDARD,SANTA MONICA,CA,PRIMARY,34.01,-118.49,-0.39,-0.72,0.55,NA,US,"Santa Monica, CA",NA-US-CA-SANTA MONICA,FALSE,3802,4953,281462609,56826.7,
44961,90402,STANDARD,SANTA MONICA,CA,PRIMARY,34.03,-118.5,-0.39,-0.72,0.55,NA,US,"Santa Monica, CA",NA-US-CA-SANTA MONICA,FALSE,5890,9702,860389063,88681.6,
44962,90403,STANDARD,SANTA MONICA,CA,PRIMARY,34.03,-118.49,-0.39,-0.72,0.55,NA,US,"Santa Monica, CA",NA-US-CA-SANTA MONICA,FALSE,14444,20118,998540306,49634.2,
44963,90404,STANDARD,SANTA MONICA,CA,PRIMARY,34.02,-118.47,-0.39,-0.72,0.55,NA,US,"Santa Monica, CA",NA-US-CA-SANTA MONICA,FALSE,11003,16220,754476822,46515.2,
44964,90405,STANDARD,SANTA MONICA,CA,PRIMARY,34.01,-118.46,-0.39,-0.72,0.55,NA,US,"Santa Monica, CA",NA-US-CA-SANTA MONICA,FALSE,15207,22070,1081063705,48983.4,
44965,90406,PO BOX,SANTA MONICA,CA,PRIMARY,34.01,-118.49,-0.39,-0.72,0.55,NA,US,"Santa Monica, CA",NA-US-CA-SANTA MONICA,FALSE,821,1108,43208741,38997.1,
44970,90411,PO BOX,SANTA MONICA,CA,PRIMARY,34.01,-118.46,-0.39,-0.72,0.55,NA,US,"Santa Monica, CA",NA-US-CA-SANTA MONICA,FALSE,339,509,93747680,184180,
44971,90280,STANDARD,SOUTH GATE,CA,PRIMARY,33.94,-118.2,-0.39,-0.73,0.55,NA,US,"South Gate, CA",NA-US-CA-SOUTH GATE,FALSE,36696,70212,1020099613,14528.8,
44972,90290,STANDARD,TOPANGA,CA,PRIMARY,34.1,-118.6,-0.39,-0.72,0.56,NA,US,"Topanga, CA",NA-US-CA-TOPANGA,FALSE,2959,5072,187563900,36980.3,
44973,90291,STANDARD,VENICE,CA,PRIMARY,33.99,-118.46,-0.39,-0.72,0.55,NA,US,"Venice, CA",NA-US-CA-VENICE,FALSE,14804,20638,807288781,39116.6,
44976,90292,STANDARD,MARINA DEL REY,CA,PRIMARY,33.97,-118.43,-0.39,-0.72,0.55,NA,US,"Marina Del Rey, CA",NA-US-CA-MARINA DEL REY,FALSE,12371,16888,881361201,52188.6,
44979,90293,STANDARD,PLAYA DEL REY,CA,PRIMARY,33.94,-118.44,-0.39,-0.72,0.55,NA,US,"Playa Del Rey, CA",NA-US-CA-PLAYA DEL REY,FALSE,6827,9536,478869171,50217,
44981,90294,PO BOX,VENICE,CA,PRIMARY,33.98,-118.47,-0.39,-0.72,0.55,NA,US,"Venice, CA",NA-US-CA-VENICE,FALSE,530,681,19946668,29290.3,
44982,90295,PO BOX,MARINA DEL REY,CA,PRIMARY,33.97,-118.43,-0.39,-0.72,0.55,NA,US,"Marina Del Rey, CA",NA-US-CA-MARINA DEL REY,FALSE,875,1166,40862193,35044.8,
44987,93510,STANDARD,ACTON,CA,PRIMARY,34.49,-118.22,-0.38,-0.72,0.56,NA,US,"Acton, CA",NA-US-CA-ACTON,FALSE,3624,6716,220092605,32771.4,
44988,91301,STANDARD,AGOURA HILLS,CA,PRIMARY,34.12,-118.76,-0.39,-0.72,0.56,NA,US,"Agoura Hills, CA",NA-US-CA-AGOURA HILLS,FALSE,12601,22555,899622085,39885.7,
44997,91376,PO BOX,AGOURA HILLS,CA,PRIMARY,34.14,-118.75,-0.39,-0.72,0.56,NA,US,"Agoura Hills, CA",NA-US-CA-AGOURA HILLS,FALSE,426,642,25028001,38984.4,
44999,91377,STANDARD,OAK PARK,CA,PRIMARY,34.19,-118.76,-0.39,-0.72,0.56,NA,US,"Oak Park, CA",NA-US-CA-OAK PARK,FALSE,6706,12293,527698319,42926.7,
45001,93201,PO BOX,ALPAUGH,CA,PRIMARY,35.86,-119.46,-0.39,-0.7,0.58,NA,US,"Alpaugh, CA",NA-US-CA-ALPAUGH,FALSE,336,696,6904142,9919.74,
45002,91001,STANDARD,ALTADENA,CA,PRIMARY,34.2,-118.13,-0.39,-0.72,0.56,NA,US,"Altadena, CA",NA-US-CA-ALTADENA,FALSE,16652,28725,911789914,31742,
45003,91003,PO BOX,ALTADENA,CA,PRIMARY,34.18,-118.13,-0.39,-0.72,0.56,NA,US,"Altadena, CA",NA-US-CA-ALTADENA,FALSE,268,403,9996662,24805.6,
45004,91006,STANDARD,ARCADIA,CA,PRIMARY,34.13,-118.02,-0.38,-0.73,0.56,NA,US,"Arcadia, CA",NA-US-CA-ARCADIA,FALSE,15278,28021,866377822,30918.9,
45005,91007,STANDARD,ARCADIA,CA,PRIMARY,34.12,-118.05,-0.38,-0.73,0.56,NA,US,"Arcadia, CA",NA-US-CA-ARCADIA,FALSE,14711,26674,705546590,26450.7,
45006,91066,PO BOX,ARCADIA,CA,PRIMARY,34.14,-118.02,-0.38,-0.73,0.56,NA,US,"Arcadia, CA",NA-US-CA-ARCADIA,FALSE,445,681,16379867,24052.7,
45007,91077,PO BOX,ARCADIA,CA,PRIMARY,34.12,-118.05,-0.38,-0.73,0.56,NA,US,"Arcadia, CA",NA-US-CA-ARCADIA,FALSE,273,455,7583604,16667.3,
45008,93202,STANDARD,ARMONA,CA,PRIMARY,36.31,-119.71,-0.39,-0.69,0.59,NA,US,"Armona, CA",NA-US-CA-ARMONA,FALSE,1548,3054,41755452,13672.4,
45009,93420,STANDARD,ARROYO GRANDE,CA,PRIMARY,35.16,-120.43,-0.41,-0.7,0.57,NA,US,"Arroyo Grande, CA",NA-US-CA-ARROYO GRANDE,FALSE,12644,22308,503657413,22577.4,
45012,93421,PO BOX,ARROYO GRANDE,CA,PRIMARY,35.12,-120.57,-0.41,-0.7,0.57,NA,US,"Arroyo Grande, CA",NA-US-CA-ARROYO GRANDE,FALSE,790,1293,24884163,19245.3,
45014,93203,STANDARD,ARVIN,CA,PRIMARY,35.08,-118.79,-0.39,-0.71,0.57,NA,US,"Arvin, CA",NA-US-CA-ARVIN,FALSE,6827,14589,151542797,10387.5,
45016,93422,STANDARD,ATASCADERO,CA,PRIMARY,35.45,-120.71,-0.41,-0.7,0.58,NA,US,"Atascadero, CA",NA-US-CA-ATASCADERO,FALSE,12775,22551,521831871,23140.1,
45017,93423,PO BOX,ATASCADERO,CA,PRIMARY,35.48,-120.64,-0.41,-0.7,0.58,NA,US,"Atascadero, CA",NA-US-CA-ATASCADERO,FALSE,1645,2688,58776129,21866.1,
45018,93204,STANDARD,AVENAL,CA,PRIMARY,35.92,-120.1,-0.4,-0.7,0.58,NA,US,"Avenal, CA",NA-US-CA-AVENAL,FALSE,3190,6674,76604107,11478,
45019,93424,PO BOX,AVILA BEACH,CA,PRIMARY,35.18,-120.76,-0.41,-0.7,0.57,NA,US,"Avila Beach, CA",NA-US-CA-AVILA BEACH,FALSE,724,1139,29057831,25511.7,
45020,93301,STANDARD,BAKERSFIELD,CA,PRIMARY,35.38,-119.02,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,4507,7620,142149353,18654.8,
45021,93302,PO BOX,BAKERSFIELD,CA,PRIMARY,35.37,-119.02,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,392,635,11740659,18489.2,
45022,93303,PO BOX,BAKERSFIELD,CA,PRIMARY,35.55,-118.92,-0.39,-0.71,0.58,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,258,446,15035208,33711.2,
45023,93304,STANDARD,BAKERSFIELD,CA,PRIMARY,35.33,-119.02,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,16327,30415,419574722,13795,
45024,93305,STANDARD,BAKERSFIELD,CA,PRIMARY,35.39,-118.98,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,10882,20671,274055690,13258,
45025,93306,STANDARD,BAKERSFIELD,CA,PRIMARY,35.43,-118.83,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,23082,43761,832502566,19023.8,
45026,93307,STANDARD,BAKERSFIELD,CA,PRIMARY,35.2,-118.86,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,24662,49152,625585080,12727.6,
45028,93308,STANDARD,BAKERSFIELD,CA,PRIMARY,35.54,-118.91,-0.39,-0.71,0.58,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,18655,34003,736302012,21654,
45029,93309,STANDARD,BAKERSFIELD,CA,PRIMARY,35.34,-119.07,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,23201,40902,837373370,20472.7,
45030,93311,STANDARD,BAKERSFIELD,CA,PRIMARY,35.18,-119.21,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,15597,30317,955438921,31515,
45031,93312,STANDARD,BAKERSFIELD,CA,PRIMARY,35.38,-119.22,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,21857,43353,1287758833,29704,
45032,93313,STANDARD,BAKERSFIELD,CA,PRIMARY,35.15,-119.06,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,15619,31082,635943746,20460.2,
45036,93314,STANDARD,BAKERSFIELD,CA,PRIMARY,35.38,-119.2,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,8884,17646,562563178,31880.5,"no NWS data,"
45038,93380,PO BOX,BAKERSFIELD,CA,PRIMARY,35.55,-118.92,-0.39,-0.71,0.58,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,430,727,20927465,28786.1,
45042,93384,PO BOX,BAKERSFIELD,CA,PRIMARY,35.37,-119.01,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,829,1480,23889498,16141.6,
45043,93385,PO BOX,BAKERSFIELD,CA,PRIMARY,35.37,-118.99,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,321,598,7283171,12179.2,
45044,93386,PO BOX,BAKERSFIELD,CA,PRIMARY,35.37,-118.95,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,381,671,12149101,18106,
45045,93387,PO BOX,BAKERSFIELD,CA,PRIMARY,35.35,-118.95,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,455,874,10952866,12531.9,
45047,93389,PO BOX,BAKERSFIELD,CA,PRIMARY,35.35,-119.06,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,1061,1766,43755298,24776.5,
45048,93390,PO BOX,BAKERSFIELD,CA,PRIMARY,35.35,-119,-0.39,-0.71,0.57,NA,US,"Bakersfield, CA",NA-US-CA-BAKERSFIELD,FALSE,700,1265,37715465,29814.6,
45049,93513,STANDARD,BIG PINE,CA,PRIMARY,37.18,-118.18,-0.37,-0.7,0.6,NA,US,"Big Pine, CA",NA-US-CA-BIG PINE,FALSE,817,1370,26299862,19197,
45052,93514,STANDARD,BISHOP,CA,PRIMARY,37.5,-118.31,-0.37,-0.69,0.6,NA,US,"Bishop, CA",NA-US-CA-BISHOP,FALSE,5778,10011,192885755,19267.4,
45061,93515,PO BOX,BISHOP,CA,PRIMARY,37.36,-118.4,-0.37,-0.69,0.6,NA,US,"Bishop, CA",NA-US-CA-BISHOP,FALSE,635,1062,21626177,20363.6,
45062,93205,STANDARD,BODFISH,CA,PRIMARY,35.52,-118.4,-0.38,-0.71,0.58,NA,US,"Bodfish, CA",NA-US-CA-BODFISH,FALSE,746,1286,14547864,11312.5,
45063,93516,STANDARD,BORON,CA,PRIMARY,34.96,-117.67,-0.38,-0.72,0.57,NA,US,"Boron, CA",NA-US-CA-BORON,FALSE,720,1337,23917556,17889,
45068,93426,STANDARD,BRADLEY,CA,PRIMARY,35.85,-120.8,-0.41,-0.69,0.58,NA,US,"Bradley, CA",NA-US-CA-BRADLEY,FALSE,476,851,14864021,17466.5,
45072,93517,STANDARD,BRIDGEPORT,CA,PRIMARY,38.27,-119.33,-0.38,-0.68,0.61,NA,US,"Bridgeport, CA",NA-US-CA-BRIDGEPORT,FALSE,393,665,12177035,18311.3,
45073,93427,STANDARD,BUELLTON,CA,PRIMARY,34.61,-120.22,-0.41,-0.71,0.56,NA,US,"Buellton, CA",NA-US-CA-BUELLTON,FALSE,2697,4914,118298980,24073.9,
45074,91501,STANDARD,BURBANK,CA,PRIMARY,34.19,-118.29,-0.39,-0.72,0.56,NA,US,"Burbank, CA",NA-US-CA-BURBANK,FALSE,9543,16002,422195614,26383.9,
45076,91502,STANDARD,BURBANK,CA,PRIMARY,34.17,-118.31,-0.39,-0.72,0.56,NA,US,"Burbank, CA",NA-US-CA-BURBANK,FALSE,5221,8245,178886364,21696.3,
45077,91503,PO BOX,BURBANK,CA,PRIMARY,34.18,-118.3,-0.39,-0.72,0.56,NA,US,"Burbank, CA",NA-US-CA-BURBANK,FALSE,327,463,12489812,26975.8,
45078,91504,STANDARD,BURBANK,CA,PRIMARY,34.2,-118.3,-0.39,-0.72,0.56,NA,US,"Burbank, CA",NA-US-CA-BURBANK,FALSE,11784,20413,554936932,27185.5,
45079,91505,STANDARD,BURBANK,CA,PRIMARY,34.17,-118.34,-0.39,-0.72,0.56,NA,US,"Burbank, CA",NA-US-CA-BURBANK,FALSE,16193,25892,832882063,32167.5,
45080,91506,STANDARD,BURBANK,CA,PRIMARY,34.17,-118.32,-0.39,-0.72,0.56,NA,US,"Burbank, CA",NA-US-CA-BURBANK,FALSE,9382,15393,455379693,29583.6,
45084,91510,PO BOX,BURBANK,CA,PRIMARY,34.17,-118.34,-0.39,-0.72,0.56,NA,US,"Burbank, CA",NA-US-CA-BURBANK,FALSE,764,1120,28446246,25398.4,
45093,93206,STANDARD,BUTTONWILLOW,CA,PRIMARY,35.43,-119.49,-0.4,-0.7,0.57,NA,US,"Buttonwillow, CA",NA-US-CA-BUTTONWILLOW,FALSE,861,1766,22691620,12849.2,
45094,93518,STANDARD,CALIENTE,CA,PRIMARY,35.4,-118.51,-0.38,-0.71,0.57,NA,US,"Caliente, CA",NA-US-CA-CALIENTE,FALSE,459,828,13435132,16226,
45099,93010,STANDARD,CAMARILLO,CA,PRIMARY,34.23,-119.07,-0.4,-0.72,0.56,NA,US,"Camarillo, CA",NA-US-CA-CAMARILLO,FALSE,19505,34198,941951719,27544.1,
45100,93011,PO BOX,CAMARILLO,CA,PRIMARY,34.21,-119.03,-0.4,-0.72,0.56,NA,US,"Camarillo, CA",NA-US-CA-CAMARILLO,FALSE,1178,1879,47507052,25283.2,
45101,93012,STANDARD,CAMARILLO,CA,PRIMARY,34.2,-118.98,-0.4,-0.72,0.56,NA,US,"Camarillo, CA",NA-US-CA-CAMARILLO,FALSE,15846,28348,973230925,34331.6,
45104,93428,STANDARD,CAMBRIA,CA,PRIMARY,35.59,-121.01,-0.41,-0.69,0.58,NA,US,"Cambria, CA",NA-US-CA-CAMBRIA,FALSE,3375,5624,77486374,13777.8,
45106,91303,STANDARD,CANOGA PARK,CA,PRIMARY,34.19,-118.6,-0.39,-0.72,0.56,NA,US,"Canoga Park, CA",NA-US-CA-CANOGA PARK,FALSE,10074,17718,325414750,18366.3,
45109,91304,STANDARD,CANOGA PARK,CA,PRIMARY,34.22,-118.59,-0.39,-0.72,0.56,NA,US,"Canoga Park, CA",NA-US-CA-CANOGA PARK,FALSE,20972,37168,894798302,24074.4,
45113,91306,STANDARD,WINNETKA,CA,PRIMARY,34.2,-118.57,-0.39,-0.72,0.56,NA,US,"Winnetka, CA",NA-US-CA-WINNETKA,FALSE,19212,34013,699795640,20574.4,
45115,91307,STANDARD,WEST HILLS,CA,PRIMARY,34.2,-118.69,-0.39,-0.72,0.56,NA,US,"West Hills, CA",NA-US-CA-WEST HILLS,FALSE,11452,20778,653047436,31429.8,
45118,91308,PO BOX,WEST HILLS,CA,PRIMARY,34.2,-118.59,-0.39,-0.72,0.56,NA,US,"West Hills, CA",NA-US-CA-WEST HILLS,FALSE,325,504,14104573,27985.3,
45120,91309,PO BOX,CANOGA PARK,CA,PRIMARY,34.21,-118.59,-0.39,-0.72,0.56,NA,US,"Canoga Park, CA",NA-US-CA-CANOGA PARK,FALSE,379,590,12803555,21700.9,
45121,91396,PO BOX,WINNETKA,CA,PRIMARY,34.2,-118.57,-0.39,-0.72,0.56,NA,US,"Winnetka, CA",NA-US-CA-WINNETKA,FALSE,370,615,10825784,17602.9,
45123,93013,STANDARD,CARPINTERIA,CA,PRIMARY,34.43,-119.52,-0.4,-0.71,0.56,NA,US,"Carpinteria, CA",NA-US-CA-CARPINTERIA,FALSE,7360,12862,306312225,23815.3,
45124,93014,PO BOX,CARPINTERIA,CA,PRIMARY,34.39,-119.51,-0.4,-0.71,0.56,NA,US,"Carpinteria, CA",NA-US-CA-CARPINTERIA,FALSE,670,1136,24073649,21191.6,
45126,93430,STANDARD,CAYUCOS,CA,PRIMARY,35.48,-120.92,-0.41,-0.69,0.58,NA,US,"Cayucos, CA",NA-US-CA-CAYUCOS,FALSE,1578,2539,47581861,18740.4,
45127,91311,STANDARD,CHATSWORTH,CA,PRIMARY,34.28,-118.61,-0.39,-0.72,0.56,NA,US,"Chatsworth, CA",NA-US-CA-CHATSWORTH,FALSE,17369,29782,900828883,30247.4,
45128,91313,PO BOX,CHATSWORTH,CA,PRIMARY,34.23,-118.58,-0.39,-0.72,0.56,NA,US,"Chatsworth, CA",NA-US-CA-CHATSWORTH,FALSE,450,686,18609490,27127.5,
45129,93210,STANDARD,COALINGA,CA,PRIMARY,36.19,-120.39,-0.4,-0.69,0.59,NA,US,"Coalinga, CA",NA-US-CA-COALINGA,FALSE,5389,9762,179066766,18343.2,
45130,93212,STANDARD,CORCORAN,CA,PRIMARY,36.07,-119.53,-0.39,-0.7,0.58,NA,US,"Corcoran, CA",NA-US-CA-CORCORAN,FALSE,4721,9472,137049139,14468.9,
45133,93432,STANDARD,CRESTON,CA,PRIMARY,35.47,-120.48,-0.41,-0.7,0.58,NA,US,"Creston, CA",NA-US-CA-CRESTON,FALSE,643,1200,26309209,21924.3,
45135,93215,STANDARD,DELANO,CA,PRIMARY,35.78,-119.23,-0.39,-0.7,0.58,NA,US,"Delano, CA",NA-US-CA-DELANO,FALSE,14632,29597,382061201,12908.8,
45136,93216,PO BOX,DELANO,CA,PRIMARY,35.75,-119.27,-0.39,-0.7,0.58,NA,US,"Delano, CA",NA-US-CA-DELANO,FALSE,1085,2141,26298459,12283.3,
45137,91008,STANDARD,DUARTE,CA,PRIMARY,34.14,-117.96,-0.38,-0.73,0.56,NA,US,"Duarte, CA",NA-US-CA-DUARTE,FALSE,496,879,43628568,49634.3,
45139,91009,PO BOX,DUARTE,CA,PRIMARY,34.13,-117.96,-0.38,-0.73,0.56,NA,US,"Duarte, CA",NA-US-CA-DUARTE,FALSE,285,476,10533546,22129.3,
45140,91010,STANDARD,DUARTE,CA,PRIMARY,34.13,-117.94,-0.38,-0.73,0.56,NA,US,"Duarte, CA",NA-US-CA-DUARTE,FALSE,11518,20593,445181183,21618.1,
45143,93218,PO BOX,DUCOR,CA,PRIMARY,35.86,-118.99,-0.39,-0.7,0.58,NA,US,"Ducor, CA",NA-US-CA-DUCOR,FALSE,378,760,8502192,11187.1,
45144,93219,STANDARD,EARLIMART,CA,PRIMARY,35.86,-119.28,-0.39,-0.7,0.58,NA,US,"Earlimart, CA",NA-US-CA-EARLIMART,FALSE,3257,6744,66875354,9916.27,
45147,93523,STANDARD,EDWARDS,CA,PRIMARY,34.96,-117.87,-0.38,-0.72,0.57,NA,US,"Edwards, CA",NA-US-CA-EDWARDS,FALSE,1114,2354,51703136,21963.9,
45156,93221,STANDARD,EXETER,CA,PRIMARY,36.28,-119.03,-0.39,-0.7,0.59,NA,US,"Exeter, CA",NA-US-CA-EXETER,FALSE,5540,10596,207959853,19626.3,
45157,93223,STANDARD,FARMERSVILLE,CA,PRIMARY,36.3,-119.19,-0.39,-0.7,0.59,NA,US,"Farmersville, CA",NA-US-CA-FARMERSVILLE,FALSE,3332,6716,79055086,11771.2,
45159,93015,STANDARD,FILLMORE,CA,PRIMARY,34.4,-118.83,-0.39,-0.72,0.56,NA,US,"Fillmore, CA",NA-US-CA-FILLMORE,FALSE,6512,12620,239735302,18996.5,
45160,93016,PO BOX,FILLMORE,CA,PRIMARY,34.39,-118.91,-0.39,-0.72,0.56,NA,US,"Fillmore, CA",NA-US-CA-FILLMORE,FALSE,682,1348,18013776,13363.3,
45161,93222,PO BOX,PINE MOUNTAIN CLUB,CA,PRIMARY,34.84,-119.17,-0.4,-0.71,0.57,NA,US,"Pine Mountain Club, CA",NA-US-CA-PINE MOUNTAIN CLUB,FALSE,905,1586,32138774,20264,
45164,93225,STANDARD,FRAZIER PARK,CA,PRIMARY,34.8,-119.01,-0.39,-0.71,0.57,NA,US,"Frazier Park, CA",NA-US-CA-FRAZIER PARK,FALSE,2101,3778,77767987,20584.4,
45165,91201,STANDARD,GLENDALE,CA,PRIMARY,34.17,-118.29,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,10115,17448,369000223,21148.6,
45166,91202,STANDARD,GLENDALE,CA,PRIMARY,34.16,-118.26,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,10405,17687,476019849,26913.5,
45167,91203,STANDARD,GLENDALE,CA,PRIMARY,34.15,-118.26,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,6453,10833,219540443,20265.9,
45168,91204,STANDARD,GLENDALE,CA,PRIMARY,34.13,-118.26,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,6504,11153,201152600,18035.7,
45169,91205,STANDARD,GLENDALE,CA,PRIMARY,34.13,-118.24,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,16129,27150,457279692,16842.7,
45170,91206,STANDARD,GLENDALE,CA,PRIMARY,34.16,-118.2,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,14809,25063,657021840,26214.8,
45171,91207,STANDARD,GLENDALE,CA,PRIMARY,34.18,-118.25,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,4831,8398,291171893,34671.6,
45172,91208,STANDARD,GLENDALE,CA,PRIMARY,34.19,-118.24,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,7582,13555,454154140,33504.5,
45173,91209,PO BOX,GLENDALE,CA,PRIMARY,34.14,-118.25,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,661,985,23780112,24142.2,
45176,91214,STANDARD,LA CRESCENTA,CA,PRIMARY,34.23,-118.24,-0.39,-0.72,0.56,NA,US,"La Crescenta, CA",NA-US-CA-LA CRESCENTA,FALSE,13591,25651,742668478,28952.8,
45178,91221,PO BOX,GLENDALE,CA,PRIMARY,34.16,-118.28,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,347,507,13780291,27180.1,
45182,91225,PO BOX,GLENDALE,CA,PRIMARY,34.12,-118.25,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,435,710,13891817,19565.9,
45183,91226,PO BOX,GLENDALE,CA,PRIMARY,34.16,-118.21,-0.39,-0.72,0.56,NA,US,"Glendale, CA",NA-US-CA-GLENDALE,FALSE,316,502,11070210,22052.2,
